5.36093e-1, 2.51517e+0
5.82215e-1, 2.36362e+0
6.28448e-1, 2.16516e+0
6.78352e-1, 1.98266e+0
7.21958e-1, 1.79701e+0
7.37012e-1, 1.53990e+0
7.60809e-1, 1.28154e+0
8.07118e-1, 1.05371e+0
8.44433e-1, 8.72593e-1
8.77362e-1, 7.17093e-1
9.05725e-1, 5.72026e-1
9.24847e-1, 4.71973e-1
9.47190e-1, 3.85702e-1
9.67199e-1, 3.06798e-1
9.76909e-1, 2.46392e-1
9.96848e-1, 1.90592e-1
1.05180e+0, 1.60483e-1
1.10962e+0, 1.45691e-1
1.19751e+0, 1.31983e-1
1.28614e+0, 1.22425e-1
1.38826e+0, 1.16735e-1
1.49848e+0, 1.11681e-1
1.61744e+0, 1.07113e-1
1.74586e+0, 1.02989e-1
1.88446e+0, 9.90230e-2
2.03407e+0, 9.60055e-2
2.19556e+0, 9.26165e-2
2.36985e+0, 9.09221e-2
2.55797e+0, 9.09077e-2
2.75410e+0, 9.27273e-2
2.91301e+0, 9.53972e-2
2.95104e+0, 8.51150e-2
3.02795e+0, 6.89073e-2
3.23963e+0, 5.73196e-2
3.42492e+0, 4.66964e-2
3.57089e+0, 3.70450e-2
3.66818e+0, 2.94326e-2
3.74929e+0, 2.35817e-2
3.82849e+0, 1.87461e-2
3.86883e+0, 1.52427e-2
3.88256e+0, 1.21694e-2
3.90992e+0, 9.44094e-3
3.93748e+0, 7.32872e-3
3.96064e+0, 5.72389e-3
3.98857e+0, 4.38270e-3
4.09334e+0, 3.32835e-3
4.27026e+0, 2.66646e-3
4.57755e+0, 2.36455e-3
4.95341e+0, 2.20284e-3
5.34670e+0, 2.07787e-3
5.77122e+0, 1.95836e-3
6.22946e+0, 1.84265e-3
6.72407e+0, 1.73811e-3
7.25795e+0, 1.63677e-3
7.83423e+0, 1.53878e-3
8.45627e+0, 1.44907e-3
9.12767e+0, 1.37485e-3
9.85237e+0, 1.30768e-3
1.06346e+1, 1.25419e-3
1.14789e+1, 1.20690e-3
1.23902e+1, 1.16527e-3
1.33738e+1, 1.12882e-3
1.44356e+1, 1.09533e-3
1.55816e+1, 1.05843e-3
1.68186e+1, 1.02703e-3
1.81539e+1, 9.89951e-4
1.95952e+1, 9.52624e-4
2.11510e+1, 9.06841e-4
2.28303e+1, 8.53971e-4
2.46431e+1, 8.01511e-4
2.65998e+1, 7.44799e-4
2.87120e+1, 6.89226e-4
3.09919e+1, 6.34096e-4
3.34530e+1, 5.79023e-4
3.61095e+1, 5.27415e-4
3.89771e+1, 4.76822e-4
4.20724e+1, 4.30366e-4
4.54136e+1, 3.86823e-4
4.90202e+1, 3.45666e-4
5.29132e+1, 3.09145e-4
5.71155e+1, 2.74649e-4
6.16515e+1, 2.44611e-4
6.65478e+1, 2.17135e-4
7.18330e+1, 1.92425e-4
7.75381e+1, 1.70243e-4
8.36961e+1, 1.50869e-4
9.03433e+1, 1.33366e-4
9.58050e+1, 1.22772e-4
1.00728e+2, 1.13409e-4
