5.12384e-1, 6.90006e-2
5.37087e-1, 6.36803e-2
5.75196e-1, 5.74932e-2
6.17132e-1, 5.04291e-2
6.66031e-1, 4.37280e-2
7.18804e-1, 3.72853e-2
7.65883e-1, 3.07771e-2
8.18018e-1, 2.52059e-2
8.70679e-1, 2.07774e-2
9.17143e-1, 1.69958e-2
9.59414e-1, 1.39925e-2
1.01764e+0, 1.12140e-2
1.09828e+0, 1.02717e-2
1.18530e+0, 9.63065e-3
1.27922e+0, 8.92488e-3
1.38058e+0, 8.25018e-3
1.48997e+0, 7.53801e-3
1.60803e+0, 6.83014e-3
1.73544e+0, 6.12206e-3
1.87295e+0, 5.43729e-3
2.02136e+0, 4.75721e-3
2.18152e+0, 4.10363e-3
2.35438e+0, 3.47263e-3
2.54093e+0, 2.87805e-3
2.72331e+0, 2.38335e-3
2.88860e+0, 1.96103e-3
3.04276e+0, 1.58531e-3
3.18299e+0, 1.29073e-3
3.31817e+0, 1.05159e-3
3.45910e+0, 8.37337e-4
3.54405e+0, 6.76528e-4
3.63289e+0, 5.49832e-4
3.73133e+0, 4.40035e-4
3.79844e+0, 3.50334e-4
3.87059e+0, 2.73134e-4
3.90524e+0, 2.16269e-4
3.94020e+0, 1.72685e-4
4.00577e+0, 1.29332e-4
4.17677e+0, 1.08851e-4
4.45501e+0, 1.02403e-4
4.80801e+0, 1.00600e-4
5.18897e+0, 9.96565e-5
5.60013e+0, 9.96308e-5
6.04386e+0, 9.96052e-5
6.52275e+0, 1.00581e-4
7.03958e+0, 1.01735e-4
7.59737e+0, 1.03937e-4
8.19935e+0, 1.05657e-4
8.84903e+0, 1.07048e-4
9.55019e+0, 1.07020e-4
1.03069e+1, 1.06370e-4
1.11236e+1, 1.03890e-4
1.20050e+1, 1.00961e-4
1.29562e+1, 9.67340e-5
1.39828e+1, 9.16854e-5
1.50907e+1, 8.59637e-5
1.62865e+1, 7.98634e-5
1.75769e+1, 7.34576e-5
1.89696e+1, 6.71166e-5
2.04727e+1, 6.07633e-5
2.20949e+1, 5.47826e-5
2.38456e+1, 4.93906e-5
2.57350e+1, 4.43071e-5
2.77742e+1, 3.97137e-5
2.99749e+1, 3.55669e-5
3.23500e+1, 3.17471e-5
3.49132e+1, 2.82667e-5
3.76796e+1, 2.51889e-5
4.06652e+1, 2.23901e-5
4.38873e+1, 1.99023e-5
4.73648e+1, 1.76615e-5
5.11177e+1, 1.56599e-5
5.57007e+1, 1.37131e-5
5.96769e+1, 1.23240e-5
6.28365e+1, 1.11417e-5
6.62522e+1, 1.04676e-5
